,index,text,book,textLength
60,62,9.2 eIDSR in the context of Health Management Information Systems (HMIS) 69 ,booklet4,76
61,63,9.3 eIDSR in the context of eHealth. 70 ,booklet4,40
62,64,9.4 Rationale of eIDSR. 71 ,booklet4,27
63,65,9.5 Benefits of eIDSR. 72 ,booklet4,26
64,66,9.6 Key guiding principles in establishing eIDSR and progress in Malawi 74 ,booklet4,75
65,67,9.7 eIDSR development and implementation Process in Malawi 76 ,booklet4,62
66,68,9.7.1 Process for establishing eIDSR in Malawi 76 ,booklet4,50
67,69,9.7.2 Important considerations for a successful eIDSR. 80 ,booklet4,58
68,70,9.8 Use of eIDSR in core surveillance functions 81 ,booklet4,51
69,71,9.9 Roles and Responsibilities at different levels in the context of real-time report and outbreak/emergency management 83 ,booklet4,123
70,72,"9.10 Supervision, Monitoring and Evaluation. 85 ",booklet4,48
71,73,9.11 References 87 ,booklet4,19
72,74,FOREWORD ,booklet4,9
73,75,"In 1998, the World Health Organization (WHO) Regional Office for Africa (AFRO) together with technical partners adopted a strategy for developing and implementing comprehensive public health surveillance and response systems in African countries, initially called integrated disease surveillance (IDS). However, to highlight the linkage between surveillance and response, the strategy was later re-named Integrated Disease Surveillance and Response (IDSR). Malawi adopted the first edition of the IDSR technical guidelines in 2005. Since then, there has been an investment in human and material resources to strengthen capacities for public health surveillance systems in order to prevent, timely detect, and respond appropriately to public health threats. ",booklet4,757
74,76,"The coming into force, in 2007, of the International Health Regulations (IHR 2005), the emergence of new diseases, conditions and events and the formulation of strategies for disaster risk management (DRM) resulted in the need to revise the first edition of the IDSR technical guidelines. There was also the need to address the increasing burden of non-communicable diseases. Furthermore, there was the need to strengthen community-based surveillance for early detection, rapid confirmation and response to public health threats. Moreover, alignment with broader system strengthening objectives was required. Hence, in 2010, the second edition of the IDSR guidelines was developed, which Malawi subsequently adapted in 2014. ",booklet4,725
75,77,"Diseases, both communicable and non-communicable, continue to be a major cause of morbidity and mortality in Malawi and in the Africa region as a whole despite the advanced global knowledge on how to detect and control them. Of late, non-communicable diseases are increasingly becoming a major public health problem in the country. The majority of non-communicable diseases are preventable but multiple factors which include environmental, social, and economic determinants hamper effective prevention and control of these diseases. Emerging and re-emerging diseases and conditions pose a threat to the country’s health security. ",booklet4,630
76,78,"Responding to health emergencies remains a major challenge, as shown by recent health emergencies in the country as well as the African region, the unprecedented Ebola Virus Disease of 2014, the ongoing Coronavirus Disease of 2019 Pandemic. Specifically, challenges in capacity to prevent, detect and respond to public health threats have been identified.. As one way of addressing these problems, the Ministry of Health is strengthening the disease surveillance systems using the Third Edition of the guidelines for IDSR as revised by the WHO-AFRO in 2018 and adapted to our context in 2020. ",booklet4,593
77,79,"It is worth noting that, many Public Health Events (PHEs) and emergencies and their associated risk factors could be prevented or their effects mitigated. However, the health systems in most countries remain inadequate.  To avert and mitigate the effects of future health security risks and emergencies, Malawi intends to  implement these IDSR technical guidelines. These guidelines recommend thresholds for action for priority diseases, conditions, public health events and responding to alerts. Using these action thresholds can be lifesaving. Therefore, it is important that we scale up and fully implement this third edition of the IDSR technical guidelines in the country as they explicitly describe what needs to be established at each level of the health system in order to detect, confirm and respond to diseases, conditions and health events that are responsible for  illness, deaths and disability in local communities. ",booklet4,930
78,80,"The cost of good public health surveillance as a public health good is relatively very low compared to many other strategies. Let us all embrace these IDSR technical guidelines to strengthen capacities for preparedness, alert and response for health security in the country. ",booklet4,275
79,81,"These guidelines are to be used by all relevant multisectoral stakeholders at all levels as general reference for surveillance activities, set of standard definitions for threshold levels that initiate action for responding to specific diseases, stand-alone reference for level-specific responsibilities, resource for developing training, supervision, monitoring and evaluation of surveillance activities, and as a guide for improving early detection and response of epidemic prone diseases. ",booklet4,492
80,82,"Finally, I appeal to you all to ensure that the third edition of the IDSR technical guidelines are implemented within a broader context of health system strengthening; better coordination between human and animal health surveillance and other sectors involved in One Health approach; improved use of laboratory network capacity in surveillance and response; and better community engagement in public health interventions. ",booklet4,422
81,83,Dr. Charles Mwansambo ,booklet4,22
82,84,Secretary for Health ,booklet4,21
83,85,ACKNOWLEDGEMENTS ,booklet4,17
84,86,Ministry of Health is grateful to the following who contributed to the preparation of this revised document by reviewing early drafts and providing constructive comments: ,booklet4,171
85,87," MINISTRY OF HEALTH, HEADQUARTERS ﷐GOVERNMENT SECTORS (DISTRICT HEALTH OFFICES (DHO),  ANIMAL HEALTH, MDF) ﷐Dr Matthew Kagoli  Dr Evelyn Chitsa Banda  Dr Annie Chauma Mwale  Mr Mabvuto Chiwaula  Mr Edward Chado  Dr Dzinkambani Kambalame  Mr Wiseman Chimwaza  Mrs Mtisunge Yelewa  Mr Daniel Mapemba  Mr Mavuto Thomas  Mr Alvin Chidothi Phiri  Ms Rosemary Bilesi  Mrs Brenda Mhone  Ms Enelesi Mitochi  Mr Isaias Dambe  Mr Sikhona Chipeta  Ms Ella Chamanga  Mr Allone Ganizani  Mr Hollystone Kafanikhale  Ms Flora Dimba  Mr Blessings Kamanga  Mr Rajab Billy  Mr Precious Phiri  Ms Doreen N. Ali  Dr Kaponda Masiye  Douglas Mhone  Mr Abel Phiri  Mr Harry Milala ﷐Mr Noel Zondola  Mr Chandiwira Jere  Mr Austin Zgambo  Mr Paul Chunga  Dr Gracewell Mathewe  Ms Masilina Kausiwa  Mr Noel Khunga  Mr Willy Kanyika  Mr Chrispine Thomo  Mr Thomson Kajombo  Dr Macdonald Chisale  Major Lutufyo Kayange ﷐PARTNER ORGANIZATIONS ﷐   Ms Elizabeth Chingaipe (WHO))  Mr Joseph Wu, Luke International(LIN)  Mr. Oscar Divala, UNICEF  Mr John E. Mtingwi, CSA/P ",booklet4,1040
86,88,"Special thanks go to the following for finalizing the document:  Dr. B. Chilima, Dr Evelyn Chitsa Banda, Dr Annie Chauma Mwale, Mr Mabvuto Chiwaula, Dr Getrude Chapotera, Mrs Elizabeth Chingaipe, Mr Edward Chado, Mr Wiseman Chimwaza, Mrs Mtisunge Yelewa, Mr Sydney Paul, Mr Alvin Chidothi Phiri, Mr Sikhona Chipeta and Mr Joseph Wu. ",booklet4,333
87,89,LIST OF ABBREVIATIONS ,booklet4,22
88,90,"AAR  AEFI  AFP ﷐After Action Reviews  Adverse Events Following Immunization  Acute Flaccid Paralysis  ﷐AFRO  AWD ﷐WHO Regional Office for Africa  Acute Watery Diarrhoea  ﷐CDC ﷐Centers for Disease Control and Prevention ﷐CDO  CBS  CBIS  CEBS  CFR ﷐County Diagnostic Officer  Community Based Surveillance  Community Based Information System  Community Event Based Surveillance  Case Fatality Rate ﷐CHA  CHSS ﷐Community Health Assistants  Community Health Services Supervisor ﷐CHO  CHT ﷐County Health Officer  County Health Team ﷐CHV ﷐Community Health Volunteer ﷐CSO ﷐County Surveillance Officer ﷐DDO ﷐District Diagnostic Officer ﷐DHIS2 ﷐District Health Information System version 2 ﷐DHO ﷐District Health Officer ﷐DHT  DPC ﷐District Health Team  Disease Prevention and Control Department ﷐DRM  DSO  EBS  eDEWS ﷐Disaster Risk Management  District Surveillance Officer  Event Based Surveillance  Electronic Disease Early Warning System ﷐EOC ﷐Emergency Operations Centre ﷐EPI ﷐Expanded Program on Immunization ﷐EPR ﷐Emergency Preparedness and Response ﷐EVD ﷐Ebola Virus Disease ﷐HCF ﷐Healthcare Facility ﷐HCW  HIV/AIDS  HMER ﷐Healthcare Worker  Human Immunodeficiency Virus and Acquired Immune Deficiency Syndrome  Health Management Information Systems, Monitoring and Evaluation and Research Units ﷐HMIS ﷐Health Management Information System ﷐HPO ﷐Health Promotion Officer ﷐IDSR  IBS  IMS ﷐Integrated Disease Surveillance and Response  Indicator Based Surveillance  Incident Management System ﷐IEC  IMC  IOM ﷐Information, Education and Communication  International Medical Corps International  Organization for Migration ﷐IPC ﷐Infection Prevention and Control ﷐IHR (2005)  IRC  JEE  LISGIS ﷐International Health Regulations (2005)  International Rescue Committee  Joint External Evaluation  Liberian Institute of Statistics and Geo-Information Services ﷐MCH  MDR ﷐Maternal Child Health  Multi Drug Resistance ﷐MEF  MOH  MOA  MTI ﷐Monitoring and Evaluation Framework  Ministry of Health  Ministry of Agriculture  Medical Teams International ﷐NGO ﷐Non-Government Organization  ﷐NNT  NSTCC  OIC  PCI  PHE  PoE  PHEIC  PHEMC  PPE  PHERRT  RTA  SARS  SCI  SFP  SIMEX  STI  UNICEF  VHF  WHO  XDR ﷐Neonatal Tetanus  National Surveillance Technical Coordination Committee  Officer in Charge  Project Concern International  Public Health Events  Points of Entry  Public Health Emergency of International Concern  Public Health Emergency Management Committee  Personal Protective Equipment  Public Health Emergency Rapid Response Team  Road Traffic Accident  Severe Acute Respiratory Syndrome  Save the Children International  Surveillance Focal Point  Simulation Exercise  Sexually Transmitted Infections  United Nations Children’s Emergency Fund  Viral Haemorrhagic Fever  World Health Organization  Extensively Drug-resistant  ",booklet4,2815
89,91,GLOSSARY (DEFINITION OF KEY TERMS) ,booklet4,35
90,92,"Acute ﷐Any disease having a rapid (sudden) onset and following a short course. ﷐Alert ﷐An indirect early warning signs of a potential public health event occurring in a community under surveillance. Alerts must be investigated further and verified as to whether they represent a true event or not ﷐Chronic ﷐Any health condition that develops slowly or of long duration and tends to result in some functional limitation and need for ongoing medical care. ﷐Cluster ﷐An aggregation of cases or health related condition in a given area over a particular period regardless of whether the number of cases is more than expected in relation to time or place or both. ﷐Disease ﷐An illness or medical condition, irrespective of origin or source, which presents or could present significant harm to animals, humans and plants. ﷐Disaster ﷐The serious disruption of the functioning of a community or a society, causing widespread human, material, economic or environmental losses exceeding the ability of the affected community or society to cope using its own resources. ﷐Elimination ﷐Reduction to zero (or a very low defined target rate) of new cases in a defined geographical area ﷐Endemic ﷐A disease or condition regularly found among particular people or in a certain area. ﷐Epidemic ﷐Refers to an increase in the number of cases of a disease or an event above what is normally expected in that population in a given area over a particular period of time.    ﷐Epidemiological link ﷐When a patient has or had exposure to a probable or confirmed case. ﷐Epidemiology ﷐The study of the distribution and determinants of health related states and the application of this information to controlling public health problems.  ﷐Eradication ﷐The purposeful reduction of specific disease prevalence to the point of continued absence of transmission in the world. ﷐Aetiology ﷐Refers to the cause, set of causes, or origin of a disease or condition. ﷐Event ﷐Under the IHR (2005) (Article 1), an event is defined as ‘a manifestation of disease, or an occurrence that creates a potential for disease’ (with particular reference to public health events of international concern, or PHEIC). An emergency incident or occurrence.  An event may be insignificant or could be a significant occurrence, planned or unplanned (e.g. extreme weather event or mass gathering), that may impact the safety and security of communities  NB: ‘Event’ and ‘incident’ are often used interchangeably    ﷐Health  Management  Information  System ﷐A monthly reporting system for diseases, conditions, and risks that is reported to the MOH from every healthcare facility electronically or on paper.  ﷐Human-animal-environment interface ﷐A continuum of contacts and interactions among people, animals, their products, and their environment(s); in some cases, facilitating transmission of zoonotic pathogens or shared health threats. ﷐Incident ﷐An occurrence or event, natural or human-caused that requires an emergency response to protect life, property, or the environment. An incident may be geographically confined (e.g. within a clearly delineated site or sites) or dispersed (e.g. a widespread power outage or an epidemic). Incidents may start suddenly (e.g. a chemical plant explosion) or gradually (e.g. a drought). They may be of very short duration (e.g. a call for emergency medical assistance), or continue for months or even years. war-related disasters, public health and medical emergencies, and other emergencies. ﷐Incident Management System (IMS) ﷐This is a standardized approach to emergency management encompassing personnel, facilities, equipment, procedures, and communications operating within a common organizational structure  The IMS Standardized processes allow all who respond to the same incident to formulate a unified plan to manage the incident ﷐International  Health Regulations  (2005) ﷐International legal instrument that is binding in 196 countries. The regulations aim to help the international community prevent and respond to acute public health risks that have the potential to cross borders and threaten people worldwide.  ﷐Multi-sectoral ﷐Participation of more than one sector working together on a joint program or response to an event (e.g., a joint investigation by public health and law enforcement).  ﷐One Health ﷐An approach to address a shared health threat at the human-animal-environment interface based on collaboration, communication, and coordination across all relevant sectors and disciplines, with the ultimate goal of achieving optimal health outcomes for both people and animals. A One Health approach applies to the local, regional, national, and global levels. ﷐Outbreak ﷐The occurrence of more cases than expected in a defined geographic area or time. ﷐Pandemic ﷐An epidemic occurring worldwide, or over a very wide area, crossing international borders and usually affecting a large number of people. ﷐Point of Entry ﷐Any passage, via land, air or sea, for international entry or exit of travellers, baggage, cargo, containers, conveyances, goods and postal parcels as well as agencies and areas providing services to them on entry or exit. ﷐Reporting site ﷐A site which reports about surveillance and outbreak data to the district level. A reporting site includes all health facilities (public, private and quasi-governmental, faith based), standalone laboratories, PoE. A reporting site also contains event reports from community surveillance and response ﷐Zoonotic disease or zoonosis ﷐An infectious disease that can be shared between animals and people ",booklet4,5566
91,93,TECHNICAL GUIDELINES FOR INTEGRATED DISEASE SURVEILLANCE AND RESPONSE IN THE AFRICAN REGION ,booklet4,92
92,94,THIRD EDITION ,booklet4,14
93,95,"SECTION 8:  MONITOR, SUPERVISE, EVALUATE ",booklet4,41
94,96,AND PROVIDE FEEDBACK TO IMPROVE ,booklet4,32
95,97,SURVEILLANCE AND RESPONSE ,booklet4,26
96,98,DECEMBER 2020 ,booklet4,14
97,99,"MODULE 8:  MONITOR, SUPERVISE, EVALUATE AND PROVIDE ",booklet4,52
98,100,FEEDBACK TO IMPROVE SURVEILLANCE AND RESPONSE ,booklet4,46
99,101,"8.0 Monitor, supervise, evaluate and provide feedback to improve the surveillance and response system ",booklet4,102
100,102,"Monitoring of surveillance and response systems refers to the routine and continuous tracking of planned surveillance activities (for example, reports are received on time), while evaluation which is done periodically (for example annually), assesses whether surveillance and response objectives have been achieved. Both monitoring and evaluation helps to understand if the system has been working effectively. By evaluating information regularly, for example, at the end of a year, supervisors can decide if surveillance and response objectives have been achieved and if they are of high quality. Through supervision, supervisors and health professional work together to review progress, identify problems, decide what has caused the problem and develop feasible solutions. Sustainable supervision and feedback, has been shown to contribute to improved performance of national diseases surveillance systems. ",booklet4,909
101,103,This section will describe how to routinely monitor and annually evaluate the performance of the surveillance system and specific disease or public health events control and prevention programs. The section will concentrate on the core surveillance functions described in the introduction section. The section will also describe how supervision and provision of feedback are key for the improvement of the surveillance and response systems. ,booklet4,441
102,104,"Some of the benefits of monitoring, evaluating and supervision feedback of IDSR system include: ",booklet4,96
103,105,A.    Routine monitoring of IDSR system; ,booklet4,41
104,106,₋        Tracking progress of implementation of planned activities and ensuring that planned targets are achieved in a timely manner ,booklet4,133
105,107,"₋        Tracking progress of improvements in targeted indicators of the quality and attributes of the system, such as timeliness of reporting and completeness of reporting ",booklet4,173
106,108,₋        Identifying problems in the system in order to institute corrective measures in a timely manner; ,booklet4,106
107,109,­   Ensure that all implementers of the systems are held responsible and accountable for their defined activities. ,booklet4,115
108,110,­   Other stakeholders can receive information on the performance of the surveillance system ,booklet4,93
109,111,Evaluation of IDSR system ,booklet4,26
110,112,₋        Ensure that the surveillance system meets the objectives for which it was formulated; ,booklet4,95
111,113,"₋        Document the status of, and any change in the performance of the system; ",booklet4,82
112,114,"₋        Provide evidence, based on which surveillance objectives, implementation strategy and planned activities can be modified; ",booklet4,131
113,115,₋        Enable planning of resource allocation; ,booklet4,49
114,116,₋        Provide explanations for achievements and failures in the system; ,booklet4,75
115,117,₋        Provide specific recommendations for improving the system. ,booklet4,68
116,118,C.    Providing feedback after supervision of   IDSR system ,booklet4,60
117,119,₋        Reinforce health staff efforts to participate in the surveillance system ,booklet4,82
118,120,₋        Motivation for those who sent the data and hence increase compliance for reporting. ,booklet4,93
119,121,₋        Increase quality of data from those who collect the data ,booklet4,66
120,122,₋        Enhances the planned public health action ,booklet4,51
121,123,₋        It will compliment planning for appropriate actions. ,booklet4,62
122,124,₋        Strengthening of the communication and spirit of team working ,booklet4,71
123,125,"Section 3 of Booklet 2 describes how each month, the health staffs responsible for surveillance at the health facility and at the district level review and analyse the data reported during the month. Conclusions are made about: ",booklet4,228
124,126,"·     The timeliness and completeness of reporting from each level, and ",booklet4,72
125,127,"·     The quality of routine prevention and control activities taking place so that when problems are detected, districts respond with appropriate action. ",booklet4,155
126,128,The same information can also be used during supervisions to routinely monitor and annually evaluate: ,booklet4,102
127,129,"·     The timeliness in reporting immediately-notifiable diseases, conditions or events ",booklet4,88
128,130,·     Outbreak investigations and responses and ,booklet4,48
129,131,·     Reporting of summary data on a routine basis. ,booklet4,52
130,132,"When problems are detected in the surveillance and response system, action can be taken to strengthen the system. By giving feedback to the health workers for the corrections which have been identified, it is more likely that results will show the desired outcomes. For example, use the monthly monitoring data to do an evaluation at the end of the year. Questions to help evaluate include: ",booklet4,391
131,133,·     Are surveillance objectives for existing activities being met? ,booklet4,69
132,134,·     Was surveillance data used for taking public health action? ,booklet4,66
133,135,"·     Did surveillance, laboratory and response activities have an impact on the outcome of health events in the district? ",booklet4,123
134,136,8.1 Identify targets and indicators ,booklet4,36
135,137,Using indicators can be helpful in measuring the extent of achievement for a particular program or activity. Indicators are signs of progress – they are used to determine whether the programme/intervention is on its way to achieving its objectives and goal. This achievement is then compared to overall recommended performance standard. Some disease specific surveillance indicators also exist and can be used to monitor quality of the surveillance system e.g. AFP and measles. ,booklet4,478
136,138,"Indicators are also used to assess the performance of surveillance system whether it is reaching its targets and objectives. For example, a district may have a goal of reaching 100% completeness of reporting by a certain period. An indicator can be developed to measure the proportion or percentage of facilities that are reporting. This proportion is then compared with the desired goal or target, and can be used to evaluate progress and, therefore, the quality of the service or activity. ",booklet4,492
137,139,8.1.1 Use indicators in accordance with national goals and specific plans ,booklet4,74
138,140,Use indicators according to national goals and specific plans to improve IDSR activities in a district. Select the indicators that are most relevant to the district’s plan for improving surveillance this year and that will provide information that the district can use. ,booklet4,270
139,141,8.1.2 Select data for measuring the indicators ,booklet4,47
140,142,"After you have selected relevant indicators, specify the numerator and the denominator. For example, if a district objective is for all health facilities to keep trend lines for selected priority diseases, the numerator and denominator are defined as follows: ",booklet4,260
141,143,Indicator:                The proportion of health facilities in the district that keep trend ,booklet4,94
142,144,lines for priority diseases. ,booklet4,29
143,145,Numerator:               The number of health facilities that keep trend lines for priority  diseases. ,booklet4,103
144,146,Denominator:          The total number of health facilities in the district. ,booklet4,77
145,147,8.1.3 Ensure sources of data are available ,booklet4,43
146,148,"Each level should make sure that the level it supervises has the following sources of data available. For example, the national level has data available from the district, and national level to conduct the required monitoring activities. ",booklet4,238
147,149,Table 8.1: Types of sources of data at various levels ,booklet4,54
148,150,"Data source ﷐Community ﷐Health Facility ﷐District ﷐National ﷐Monitoring chart for tracking indicators (Sample charts are in Annex 8A) ﷐ü    ﷐ü    ﷐ü    ﷐ü    ﷐Outpatient register ﷐  ﷐ü    ﷐  ﷐  ﷐Inpatient register ﷐  ﷐ü    ﷐  ﷐  ﷐Health facility reporting forms ﷐  ﷐ü    ﷐  ﷐  ﷐Case-based and/or line listing reporting forms ﷐ü    ﷐ü    ﷐ü    ﷐ü    ﷐Outbreak investigation report ﷐  ﷐ü    ﷐ü    ﷐ü    ﷐Log of suspected outbreaks and rumours ﷐ü    ﷐ü    ﷐ü    ﷐ü    ﷐Supervisory reports from health facility, district and/or ﷐  ﷐ü    ﷐ü    ﷐ü    ﷐Laboratory reports ﷐ü    ﷐ü    ﷐ü    ﷐ü    ﷐Integrated Community Health Register ﷐ü    ﷐  ﷐  ﷐  ",booklet4,642
149,151,8.2 Monitor the core functions for IDSR at district level ,booklet4,58
150,152,"The indicators related to the core functions measure the processes and outputs from the surveillance system. In the introduction section, core surveillance functions were described and you can refer to the table of core surveillance functions for each level. This sub-section will describe the key indicators at various levels as regard to the core functions. The core functions are described here briefly, but described in detail in Annexe 8C, whereby there are indicators for each core function (See Annexes 8A, 8B, 8D and 8E). ",booklet4,530
151,153,The core functions are; ,booklet4,24
152,154,(i)  Identify cases and public health events ,booklet4,45
153,155,"Case detection is the process of identifying cases and outbreaks. Case detection can be through the formal health system, private health systems or community structures. Case definitions and a functioning rumour verification system are vital for case and outbreak detection. Once a case has been identified, there is register (Outpatient or In-patient register, clinical cases register etc.) where these cases have to be recorded. In many countries, health workers use the registers to extract the IDSR priority diseases. ",booklet4,522
154,156, Monitoring indicators should be established to monitor this core surveillance function.     ,booklet4,93
155,157,Examples of indicators could be ,booklet4,32
156,158,·       Proportion of health facilities that have standardized registers for recording diseases. Further assessment could also be done to examine the validity and quality of information recorded as well as factors that affect the registration ,booklet4,243
157,159,·       Proportion of health facilities using Standard Case Definitions (SCD) to identify IDSR priority diseases of cases. ,booklet4,123
158,160,(ii) Report Cases and Events ,booklet4,29
159,161,Reporting refers to the process by which surveillance data moves through the surveillance system from the point of generation to the next level. ,booklet4,145
160,162,"It also refers to the process of reporting suspected and confirmed outbreaks as well as notifying under the IHR 2005 of PHEIC using the decision instrument mentioned in Section 2. Different reporting systems may be in existence depending on the type of data and information being reported, purpose and urgency of relaying the information and where the data/information is being reported. Timely submission of data is critical for prompt outbreak detection and response to prevent widespread outbreaks. Health facilities should therefore strive to submit reports on time as prescribed in the IDSR Technical guidelines Booklet 2, Section 2. ",booklet4,639
161,163,₋          Examples of indicators for this core surveillance function include; ,booklet4,79
162,164,-          Proportion of complete surveillance reports submitted on time to the district. ,booklet4,90
163,165,"-          Proportion of cases of diseases targeted for elimination, eradication and any other disease selected for case-based surveillance reported with case-based forms or line lists ",booklet4,185
164,166,(iii) Data analysis and interpretation ,booklet4,39
165,167,₋          Data analysis is the systematic process of examining data to generate relevant information for timely and appropriate public health action to be taken. Surveillance data should be analysed routinely and the information interpreted for use in public health actions. Capacity for routine data analysis and interpretation should be established and maintained for epidemiological as well as laboratory data ,booklet4,414
166,168,₋          Examples of indicators which can be used to monitor analysis include; ,booklet4,81
167,169,·     Proportion of priority diseases for which a current line graph is available. ,booklet4,83
168,170,·     Proportion of districts that report laboratory data for diseases under surveillance ,booklet4,90
169,171, (iv) Investigation and confirmation of suspected cases/outbreaks ,booklet4,66
170,172,Case/outbreak confirmation depends on the epidemiological and laboratory capacity for confirmation. ,booklet4,100
171,173,"₋    Capacity for case confirmation is enhanced through improved referral systems, networking and partnerships. This means having the capacity for appropriate specimen collection, packaging and transportation. ",booklet4,210
172,174,"₋    The existence of internal and external quality control mechanisms are important elements for case confirmation, which help to ensure the validity and reliability of test results. ",booklet4,184
173,175,₋    Examples of indicators for monitoring this core function include ,booklet4,70
174,176,·     Proportion of suspected outbreaks of epidemic prone disease notified to the     ,booklet4,86
175,177,    district level within 24 hours of crossing the epidemic threshold ,booklet4,70
176,178,·     Proportion of investigated outbreaks with laboratory results ,booklet4,67
177,179,(v) Prepare ,booklet4,12
178,180,"₋    Epidemic preparedness refers to the existing level of preparedness for potential epidemics and includes availability of preparedness plans, stockpiling, designation of isolation facilities, treatment units, setting aside of resources for outbreak response ",booklet4,261
179,181,₋    Examples of indicators which can be used to monitor preparedness include ,booklet4,78
180,182,"·     Proportion of health facilities with stock of key items (for example PPE, specimen collection kits, case-investigation forms, I.V fluids, treatment kits) that are important in response ",booklet4,191
181,183,·     Proportion of districts with emergency preparedness and response plans ,booklet4,77
182,184,(vi) Respond ,booklet4,13
183,185,"₋    Public health surveillance systems are only useful if they provide data for appropriate public health response and control. For an early warning system, the capacity to respond to detected outbreaks and emerging public health threats needs to be assessed. This can be done following a major outbreak response and containment to document the quality and impact of public health response and control. ",booklet4,404
184,186,₋    Some examples of indicators for monitoring response include; ,booklet4,66
185,187,·     Proportion of districts with functional multi-sectoral Health cluster and PHEMC for  emergency public health preparedness and response ,booklet4,141
186,188,·     Proportion of districts with functional multi-sectoral District Public Health Emergency Rapid Response Teams (PHERRT). ,booklet4,125
187,189,·     Case Fatality rate for the epidemic prone disease reported ,booklet4,65
188,190,(v) Provide Feedback ,booklet4,21
189,191,"₋    Feedback is a process in which the effect or output of an action is returned (fed-back) to modify the next action. It is an important function of all surveillance systems. Item 8.5.2 of this section, describes well the types of feedback which can be used to improve performance of IDSR. ",booklet4,292
190,192,₋    Some examples of indicators for feedback include: ,booklet4,55
191,193,·     Proportion of districts producing regular epidemiological bulletins ,booklet4,74
192,194,·     Proportion of feedback bulletins/reports received from national levels (if you are evaluating feedback from national to district levels) ,booklet4,143
193,195,·      Proportion of health facilities with at least one IDSR technical support supervision visit in the previous quarter. ,booklet4,123
194,196,"﷐﷐﷐﷐NOTE: While all indicators for the IDSR core functions are important, WHO AFRO will measure the overall performance of core functions of IDSR in the countries, by using 14 key performance indicators described in Annex 8J.    ﷑  ",booklet4,232
195,197,8.3 Monitor the quality of IDSR activities at district Level ,booklet4,61
196,198,The quality of the surveillance system is defined by attributes such as: ,booklet4,73
197,199,"i.               completeness, ",booklet4,31
198,200,"ii.             timeliness, ",booklet4,28
199,201,"iii.           usefulness, ",booklet4,27
200,202,"iv.            sensitivity, ",booklet4,28
201,203,"v.              positive predictive value (PPV), ",booklet4,49
202,204,"vi.            specificity, ",booklet4,28
203,205,"vii.          representativeness, ",booklet4,34
204,206,"viii.        simplicity, ",booklet4,25
205,207,"ix.            flexibility, ",booklet4,28
206,208,"x.              acceptability, ",booklet4,31
207,209,xi.            reliability. ,booklet4,28
208,210,"Periodically the quality of the surveillance system should be assessed based on these attributes. Surveillance attributes can be evaluated using quantitative and qualitative methods. The updated Morbidity Mortality Weekly Report (MMWR), updated guidelines for evaluating public health surveillance systems produced by the United States Centers for Disease Control and Prevention (CDC) and the framework for evaluating public health surveillance systems for early detection of outbreaks are some of the tools which can be used to evaluate comprehensively surveillance systems (CDC, 2001). Countries, which already have a Field Epidemiology Training Programs (FETP) or equivalent applied epidemiology program, should use residents to assist in evaluation of the surveillance and response systems of IDSR and other disease surveillance systems. ",booklet4,842
209,211,8.3.1 Monitoring the timeliness and completeness of monthly reporting ,booklet4,70
210,212,"An important indicator of a quality reporting system is the timeliness and completeness of reporting at each level. When reports are sent and received on time, the possibility of detecting a problem and conducting a prompt and effective response is greater. If they are incomplete, then the information cannot describe the problem. If reports are late, or are not submitted, the aggregated information for the district (or other administrative area) will not be accurate. Outbreaks can go undetected, and other opportunities to respond to public health problems will be missed. ",booklet4,578
211,213,8.3.1.1 Timeliness ,booklet4,19
212,214,The single most important measure of timeliness is whether data are submitted in time to begin investigations and implement control measures. Timeliness of reporting should be measured against standards developed by each country in accordance with the timelines set by WHO AFRO. Important aspects of timelines of reporting in a communicable disease surveillance system include: ,booklet4,378
213,215,"·       timeliness of immediate notification, i.e. within 24 hours ",booklet4,67
214,216,·       timeliness of weekly reporting ,booklet4,39
215,217,·       timeliness of monthly reporting ,booklet4,40
216,218,(i)       Monitor detection and notification of immediately reportable diseases or events ,booklet4,90
217,219,"Monitor how well the system is able to detect immediately notifiable diseases or events. Monitor the interval between the onset of the first known case and when the case was seen in the health facility. If this interval is too long, it will seriously affect the health outcome of individual patients and will alter the spread of the outbreak. ",booklet4,343
218,220,"Other intervals to monitor for detection of immediately reportable diseases include monitoring reporting from the community to the health facility and to the district (within 24 hours of onset of illness), from the health facility to the district (within 24 hours) and from the time the threshold is reached to a concrete response (within 48 hours). ",booklet4,350
219,221,(ii)     Timeliness of weekly and monthly reporting ,booklet4,52
220,222,"If you routinely record and review the dates on which reports are received, the effectiveness of the system can be assessed easily each month during the analysis of routine and case-based data. You can use a monitoring tool such as the one in Annex 8F to monitor timeliness in your district. For example, use the record of reports received to: ",booklet4,344
221,223,·       Measure how many reporting units submitted reports for a given week/ month against the number of units expected to report ,booklet4,130
222,224,·       Identify which reporting units have reported ,booklet4,53
223,225,·       Measure how many monthly reports were timely. Ensure deadlines are given for ,booklet4,85
224,226,each level to enable effective monitoring. ,booklet4,43
225,227,8.2.1.2 Completeness ,booklet4,21
226,228,Completeness in surveillance can have varying dimensions and may include the following: ,booklet4,88
227,229,(i)      Completeness of reporting sites submitting surveillance forms: ,booklet4,72
228,230,Completeness of reporting sites refers to the proportion of reporting sites that submitted the surveillance report irrespective of the time when the report was submitted. Computing completeness of reporting sites for each of the surveillance reports can: ,booklet4,255
